,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Performance - CrdY,Performance - CrdR,Performance - 2CrdY,Performance - Fls,Performance - Fld,Performance - Off,Performance - Crs,Performance - Int,Performance - TklW,Performance - PKwon,Performance - PKcon,Performance - OG
1295,Juankar,ESP,"DF,MF",Málaga,es La Liga,26.0,1990.0,22.9,8.0,1.0,0.0,26.0,42.0,3.0,49.0,61.0,41.0,0.0,1.0,0.0
1296,Juanmi,ESP,"FW,MF",Real Sociedad,es La Liga,23.0,1993.0,20.1,7.0,1.0,1.0,33.0,23.0,25.0,4.0,5.0,14.0,0.0,0.0,0.0
1297,Juanpi,VEN,"MF,FW",Málaga,es La Liga,22.0,1994.0,16.4,5.0,1.0,1.0,21.0,43.0,2.0,52.0,11.0,25.0,0.0,0.0,0.0
1298,Mariano Julio Izco,ARG,"MF,DF",Chievo,it Serie A,33.0,1983.0,13.0,1.0,0.0,0.0,26.0,8.0,0.0,34.0,15.0,30.0,0.0,1.0,0.0
1300,Christopher Jullien,FRA,DF,Toulouse,fr Ligue 1,23.0,1993.0,35.0,2.0,1.0,0.0,36.0,23.0,2.0,2.0,54.0,33.0,0.0,0.0,0.0
1301,David Juncà,ESP,DF,Eibar,es La Liga,22.0,1993.0,7.6,1.0,0.0,0.0,10.0,3.0,0.0,36.0,16.0,17.0,0.0,1.0,1.0
1302,Anthony Jung,DEU,"MF,DF",Ingolstadt 04,de Bundesliga,24.0,1991.0,7.8,1.0,0.0,0.0,11.0,13.0,0.0,17.0,14.0,16.0,0.0,0.0,0.0
1303,Gideon Jung,DEU,"MF,DF",Hamburger SV,de Bundesliga,21.0,1994.0,26.3,3.0,0.0,0.0,51.0,40.0,3.0,1.0,60.0,35.0,0.0,0.0,0.0
1304,Sebastian Jung,DEU,DF,Wolfsburg,de Bundesliga,26.0,1990.0,3.3,0.0,0.0,0.0,1.0,4.0,0.0,11.0,8.0,7.0,0.0,0.0,0.0
1305,Florian Jungwirth,DEU,"MF,DF",Darmstadt 98,de Bundesliga,27.0,1989.0,12.7,2.0,0.0,0.0,21.0,14.0,1.0,3.0,54.0,33.0,0.0,0.0,0.0
1306,Zlatko Junuzović,AUT,MF,Werder Bremen,de Bundesliga,28.0,1987.0,27.7,5.0,0.0,0.0,45.0,59.0,5.0,94.0,74.0,35.0,1.0,0.0,0.0
1307,Lukas Jutkiewicz,GBR,FW,Burnley,eng Premier League,27.0,1989.0,0.1,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1308,Christian Kabasele,BEL,"DF,MF",Watford,eng Premier League,25.0,1991.0,8.6,1.0,0.0,0.0,15.0,4.0,0.0,10.0,16.0,13.0,0.0,0.0,0.0
1309,Younès Kaboul,FRA,DF,Watford,eng Premier League,30.0,1986.0,20.2,2.0,0.0,0.0,20.0,7.0,0.0,11.0,47.0,20.0,0.0,0.0,0.0
1310,Younès Kaboul,FRA,DF,Sunderland,eng Premier League,30.0,1986.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
1311,Alexander Kačaniklić,SWE,"MF,FW",Nantes,fr Ligue 1,24.0,1991.0,7.8,2.0,0.0,0.0,8.0,7.0,5.0,11.0,5.0,13.0,0.0,0.0,0.0
1312,Gojko Kačar,SRB,"MF,DF",Augsburg,de Bundesliga,29.0,1987.0,12.2,1.0,0.0,0.0,17.0,18.0,0.0,0.0,40.0,26.0,0.0,0.0,0.0
1313,Omar El Kaddouri,MAR,MF,Empoli,it Serie A,25.0,1990.0,13.8,5.0,0.0,0.0,31.0,26.0,4.0,80.0,9.0,17.0,0.0,0.0,0.0
1314,Omar El Kaddouri,MAR,MF,Napoli,it Serie A,25.0,1990.0,0.5,0.0,0.0,0.0,2.0,2.0,0.0,2.0,1.0,2.0,0.0,0.0,0.0
1315,Julius Kade,DEU,MF,Hertha BSC,de Bundesliga,17.0,1999.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1316,Pavel Kadeřábek,CZE,"MF,DF",Hoffenheim,de Bundesliga,24.0,1992.0,21.9,2.0,0.0,0.0,31.0,26.0,4.0,54.0,54.0,19.0,0.0,1.0,0.0
1317,Shinji Kagawa,JPN,MF,Dortmund,de Bundesliga,27.0,1989.0,14.0,3.0,0.0,0.0,17.0,26.0,3.0,11.0,12.0,8.0,0.0,0.0,0.0
1318,Sullay Kaikai,SLE,"FW,MF",Crystal Palace,eng Premier League,20.0,1995.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
1319,Florian Kainz,AUT,MF,Werder Bremen,de Bundesliga,23.0,1992.0,3.5,0.0,0.0,0.0,6.0,9.0,2.0,12.0,9.0,6.0,0.0,0.0,0.0
1320,Dominik Kaiser,DEU,MF,RB Leipzig,de Bundesliga,27.0,1988.0,10.7,2.0,0.0,0.0,12.0,22.0,1.0,56.0,14.0,15.0,0.0,0.0,0.0
1321,Gaël Kakuta,COD,MF,La Coruña,es La Liga,25.0,1991.0,6.0,0.0,0.0,0.0,1.0,6.0,1.0,23.0,2.0,7.0,0.0,0.0,0.0
1322,Nikola Kalinić,HRV,FW,Fiorentina,it Serie A,28.0,1988.0,27.6,5.0,1.0,0.0,43.0,67.0,34.0,10.0,6.0,4.0,1.0,0.0,0.0
1323,Salomon Kalou,CIV,MF,Hertha BSC,de Bundesliga,30.0,1985.0,22.0,1.0,0.0,0.0,20.0,26.0,11.0,8.0,29.0,10.0,0.0,0.0,0.0
1324,Aldo Kalulu,FRA,"FW,MF",Rennes,fr Ligue 1,20.0,1996.0,4.7,1.0,0.0,0.0,3.0,2.0,4.0,4.0,3.0,2.0,0.0,0.0,0.0
1326,Aldo Kalulu,FRA,FW,Lyon,fr Ligue 1,20.0,1996.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0
1327,François Kamano,GIN,FW,Bordeaux,fr Ligue 1,20.0,1996.0,18.8,4.0,0.0,0.0,35.0,34.0,10.0,36.0,14.0,13.0,1.0,0.0,0.0
1328,Wilson Kamavuaka,COD,MF,Darmstadt 98,de Bundesliga,26.0,1990.0,5.6,2.0,0.0,0.0,8.0,6.0,0.0,0.0,13.0,5.0,0.0,0.0,0.0
1329,Carlos Kameni,CMR,GK,Málaga,es La Liga,32.0,1984.0,35.0,2.0,0.0,0.0,0.0,5.0,0.0,1.0,4.0,2.0,0.0,0.0,0.0
1330,Kevin Kampl,SVN,MF,Leverkusen,de Bundesliga,25.0,1990.0,28.2,4.0,0.0,0.0,32.0,18.0,2.0,37.0,70.0,40.0,0.0,0.0,0.0
1331,Harry Kane,GBR,FW,Tottenham,eng Premier League,23.0,1993.0,28.0,3.0,0.0,0.0,23.0,45.0,17.0,29.0,7.0,15.0,1.0,0.0,0.0
1332,N'Golo Kanté,FRA,MF,Chelsea,eng Premier League,25.0,1991.0,34.9,9.0,0.0,0.0,54.0,16.0,0.0,12.0,83.0,84.0,0.0,0.0,0.0
1333,Abdelhamid El Kaoutari,MAR,DF,Bastia,fr Ligue 1,26.0,1990.0,15.0,1.0,2.0,1.0,11.0,13.0,0.0,2.0,26.0,20.0,0.0,0.0,0.0
1334,Yann Karamoh,FRA,"MF,FW",Caen,fr Ligue 1,18.0,1998.0,24.5,2.0,0.0,0.0,22.0,30.0,7.0,88.0,16.0,31.0,0.0,0.0,0.0
1335,Benjamin Karamoko,MLI,DF,Saint-Étienne,fr Ligue 1,21.0,1995.0,0.7,1.0,0.0,0.0,2.0,1.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0
1336,Loris Karius,DEU,GK,Liverpool,eng Premier League,23.0,1993.0,10.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1337,Orestis Karnezis,GRC,GK,Udinese,it Serie A,31.0,1985.0,32.9,3.0,0.0,0.0,0.0,5.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0
1338,Grigoris Kastanos,CYP,"MF,FW",Pescara,it Serie A,18.0,1998.0,3.1,1.0,0.0,0.0,2.0,12.0,0.0,2.0,4.0,2.0,0.0,0.0,0.0
1339,Aleksandar Katai,SRB,"MF,FW",Alavés,es La Liga,25.0,1991.0,8.6,3.0,1.0,0.0,14.0,12.0,2.0,38.0,8.0,12.0,0.0,0.0,0.0
1340,Eiji Kawashima,JPN,GK,Metz,fr Ligue 1,33.0,1983.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1341,Moise Kean,ITA,FW,Juventus,it Serie A,16.0,2000.0,0.2,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1342,Michael Keane,GBR,DF,Burnley,eng Premier League,23.0,1993.0,35.0,4.0,0.0,0.0,16.0,11.0,1.0,7.0,66.0,28.0,0.0,1.0,0.0
1343,Will Keane,IRL,FW,Hull City,eng Premier League,23.0,1993.0,3.1,0.0,0.0,0.0,4.0,2.0,2.0,3.0,1.0,0.0,0.0,0.0,0.0
1344,Thilo Kehrer,DEU,DF,Schalke 04,de Bundesliga,19.0,1996.0,12.0,3.0,1.0,0.0,24.0,20.0,1.0,12.0,45.0,28.0,1.0,1.0,0.0
1345,Abdoulaye Keita,MLI,"DF,MF",Bastia,fr Ligue 1,22.0,1994.0,16.3,2.0,0.0,0.0,13.0,9.0,0.0,12.0,33.0,24.0,0.0,1.0,0.0
1346,Naby Keïta,GIN,MF,RB Leipzig,de Bundesliga,21.0,1995.0,26.8,8.0,0.0,0.0,68.0,52.0,1.0,8.0,82.0,57.0,0.0,0.0,0.0
1347,Keko,ESP,MF,Málaga,es La Liga,24.0,1991.0,11.7,6.0,0.0,0.0,28.0,32.0,8.0,69.0,16.0,26.0,0.0,1.0,0.0
1348,Martin Kelly,GBR,DF,Crystal Palace,eng Premier League,26.0,1990.0,23.6,4.0,0.0,0.0,18.0,9.0,0.0,36.0,26.0,34.0,0.0,0.0,0.0
1349,Olivier Kemen,FRA,MF,Lyon,fr Ligue 1,20.0,1996.0,0.7,0.0,0.0,0.0,1.0,0.0,0.0,6.0,1.0,2.0,0.0,0.0,0.0
1350,Marc-Oliver Kempf,DEU,DF,Freiburg,de Bundesliga,21.0,1995.0,12.7,2.0,0.0,0.0,16.0,16.0,1.0,1.0,28.0,8.0,0.0,0.0,0.0
1352,Kenedy,BRA,"FW,MF",Watford,eng Premier League,20.0,1996.0,0.2,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1353,Kenedy,BRA,MF,Chelsea,eng Premier League,20.0,1996.0,0.8,0.0,0.0,0.0,1.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0
1354,Jonjoe Kenny,GBR,"DF,FW",Everton,eng Premier League,19.0,1997.0,0.1,0.0,0.0,0.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0
1355,Christophe Kerbrat,FRA,DF,Guingamp,fr Ligue 1,29.0,1986.0,34.8,4.0,0.0,0.0,17.0,33.0,1.0,5.0,78.0,41.0,0.0,3.0,0.0
1356,Franck Kessié,CIV,MF,Atalanta,it Serie A,19.0,1996.0,24.7,6.0,3.0,1.0,56.0,31.0,2.0,37.0,35.0,28.0,1.0,0.0,0.0
1357,Thomas Kessler,DEU,GK,Köln,de Bundesliga,30.0,1986.0,13.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1358,Billy Ketkeophomphone,LAO,"FW,MF",Angers,fr Ligue 1,26.0,1990.0,3.2,2.0,2.0,1.0,10.0,4.0,0.0,25.0,7.0,11.0,0.0,0.0,0.0
1359,Hamidou Keyta,FRA,"MF,FW",Saint-Étienne,fr Ligue 1,21.0,1994.0,1.8,0.0,0.0,0.0,7.0,1.0,5.0,2.0,2.0,1.0,0.0,0.0,0.0
1360,Saîf-Eddine Khaoui,TUN,MF,Marseille,fr Ligue 1,21.0,1995.0,1.7,0.0,0.0,0.0,2.0,1.0,0.0,14.0,2.0,3.0,0.0,0.0,0.0
1361,Wahbi Khazri,TUN,"MF,FW",Sunderland,eng Premier League,25.0,1991.0,9.4,6.0,0.0,0.0,20.0,16.0,7.0,71.0,9.0,10.0,0.0,0.0,0.0
1362,Rani Khedira,DEU,MF,RB Leipzig,de Bundesliga,22.0,1994.0,1.8,0.0,0.0,0.0,4.0,2.0,0.0,2.0,11.0,4.0,0.0,0.0,1.0
1363,Sami Khedira,DEU,MF,Juventus,it Serie A,29.0,1987.0,28.2,2.0,0.0,0.0,14.0,29.0,6.0,28.0,32.0,26.0,0.0,0.0,0.0
1364,Isaac Kiese Thelin,SWE,FW,Bordeaux,fr Ligue 1,24.0,1992.0,2.6,1.0,0.0,0.0,6.0,1.0,5.0,0.0,1.0,1.0,0.0,0.0,0.0
1365,Stefan Kießling,DEU,FW,Leverkusen,de Bundesliga,32.0,1984.0,8.4,0.0,0.0,0.0,14.0,21.0,2.0,3.0,1.0,10.0,0.0,0.0,0.0
1366,Michael Kightly,GBR,MF,Burnley,eng Premier League,30.0,1986.0,1.2,0.0,0.0,0.0,3.0,2.0,0.0,14.0,0.0,4.0,0.0,0.0,0.0
1367,Kike,ESP,FW,Eibar,es La Liga,26.0,1989.0,17.0,8.0,0.0,0.0,29.0,36.0,10.0,19.0,8.0,11.0,2.0,1.0,0.0
1368,Joshua Kimmich,DEU,"MF,DF",Bayern Munich,de Bundesliga,21.0,1995.0,17.2,1.0,0.0,0.0,19.0,38.0,3.0,37.0,32.0,25.0,0.0,1.0,0.0
1369,Presnel Kimpembe,FRA,DF,Paris S-G,fr Ligue 1,20.0,1995.0,19.0,7.0,0.0,0.0,24.0,20.0,0.0,8.0,42.0,15.0,0.0,1.0,0.0
1370,Andy King,GB-WLS,MF,Leicester City,eng Premier League,27.0,1988.0,16.1,4.0,0.0,0.0,18.0,17.0,1.0,14.0,26.0,29.0,0.0,0.0,0.0
1371,Joshua King,NOR,"MF,FW",Bournemouth,eng Premier League,24.0,1992.0,30.1,1.0,0.0,0.0,58.0,43.0,6.0,42.0,22.0,41.0,0.0,0.0,0.0
1372,Stephen Kingsley,SYC,DF,Swansea City,eng Premier League,22.0,1994.0,11.5,0.0,0.0,0.0,3.0,7.0,0.0,46.0,9.0,10.0,0.0,0.0,0.0
1373,Jan Kirchhoff,DEU,MF,Sunderland,eng Premier League,25.0,1990.0,4.8,1.0,0.0,0.0,8.0,1.0,0.0,1.0,11.0,10.0,0.0,0.0,0.0
1374,Ricardo Kishna,NLD,FW,Lazio,it Serie A,21.0,1995.0,1.8,0.0,0.0,0.0,1.0,2.0,0.0,5.0,3.0,0.0,0.0,0.0,0.0
1375,Ricardo Kishna,NLD,"MF,FW",Lille,fr Ligue 1,21.0,1995.0,5.6,0.0,0.0,0.0,7.0,4.0,1.0,22.0,3.0,8.0,0.0,0.0,0.0
1376,Sonny Kittel,DEU,"MF,FW",Ingolstadt 04,de Bundesliga,23.0,1993.0,8.8,2.0,0.0,0.0,11.0,10.0,4.0,19.0,14.0,6.0,0.0,0.0,0.0
1378,Sofian Kiyine,MAR,MF,Chievo,it Serie A,18.0,1997.0,0.8,1.0,0.0,0.0,3.0,1.0,0.0,7.0,1.0,3.0,0.0,0.0,0.0
1379,Hiroshi Kiyotake,JPN,"MF,FW",Sevilla,es La Liga,26.0,1989.0,3.2,0.0,0.0,0.0,3.0,4.0,0.0,9.0,2.0,2.0,0.0,0.0,0.0
1380,Ragnar Klavan,EST,DF,Liverpool,eng Premier League,30.0,1985.0,15.7,3.0,0.0,0.0,15.0,8.0,0.0,3.0,14.0,17.0,0.0,1.0,0.0
1381,László Kleinheisler,HUN,MF,Darmstadt 98,de Bundesliga,22.0,1994.0,8.6,0.0,0.0,0.0,17.0,14.0,0.0,9.0,6.0,10.0,0.0,0.0,0.0
1382,Lukas Klostermann,DEU,DF,RB Leipzig,de Bundesliga,20.0,1996.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,2.0,2.0,0.0,0.0,0.0
1383,Lukas Klünter,DEU,DF,Köln,de Bundesliga,20.0,1996.0,8.0,4.0,0.0,0.0,8.0,14.0,1.0,13.0,41.0,13.0,0.0,0.0,0.0
1384,Robin Knoche,DEU,DF,Wolfsburg,de Bundesliga,24.0,1992.0,20.8,2.0,0.0,0.0,25.0,14.0,0.0,5.0,53.0,24.0,0.0,0.0,0.0
1385,Kenan Kodro,BIH,FW,Osasuna,es La Liga,22.0,1993.0,16.3,4.0,0.0,0.0,15.0,27.0,5.0,7.0,3.0,13.0,0.0,0.0,0.0
1386,Erwin Koffi,FRA,DF,Lorient,fr Ligue 1,21.0,1995.0,11.1,0.0,0.0,0.0,6.0,11.0,0.0,35.0,29.0,12.0,0.0,0.0,0.0
1387,Dominik Kohr,DEU,MF,Augsburg,de Bundesliga,22.0,1994.0,21.8,13.0,2.0,1.0,70.0,44.0,0.0,8.0,66.0,73.0,1.0,0.0,0.0
1388,Koke,ESP,MF,Atlético Madrid,es La Liga,24.0,1992.0,35.2,7.0,1.0,1.0,33.0,56.0,3.0,167.0,50.0,66.0,0.0,0.0,0.0
1389,Aleksandar Kolarov,SRB,DF,Manchester City,eng Premier League,30.0,1985.0,28.2,6.0,0.0,0.0,34.0,39.0,0.0,27.0,47.0,35.0,0.0,0.0,1.0
1390,Sead Kolašinac,BIH,"MF,DF",Schalke 04,de Bundesliga,23.0,1993.0,22.9,5.0,0.0,0.0,39.0,22.0,5.0,50.0,79.0,52.0,0.0,1.0,1.0
1391,Timothée Kolodziejczak,FRA,DF,Sevilla,es La Liga,24.0,1991.0,3.7,1.0,0.0,0.0,3.0,2.0,1.0,8.0,13.0,9.0,0.0,0.0,0.0
1392,Timothée Kolodziejczak,FRA,DF,M'Gladbach,de Bundesliga,24.0,1991.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1393,Vincent Kompany,BEL,DF,Manchester City,eng Premier League,30.0,1986.0,9.1,5.0,0.0,0.0,19.0,6.0,0.0,1.0,19.0,11.0,0.0,0.0,0.0
1394,Geoffrey Kondogbia,CAF,MF,Inter,it Serie A,23.0,1993.0,19.0,5.0,1.0,0.0,43.0,31.0,1.0,4.0,38.0,48.0,0.0,0.0,0.0
1395,Arouna Koné,CIV,FW,Everton,eng Premier League,32.0,1983.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1396,Bakary Koné,BFA,DF,Málaga,es La Liga,28.0,1988.0,6.7,2.0,1.0,1.0,6.0,2.0,0.0,0.0,13.0,5.0,0.0,0.0,0.0
1397,Lamine Koné,CIV,DF,Sunderland,eng Premier League,27.0,1989.0,28.3,4.0,0.0,0.0,15.0,10.0,2.0,3.0,51.0,28.0,0.0,0.0,0.0
1398,Mamadou Koné,CIV,FW,Leganés,es La Liga,24.0,1991.0,1.9,0.0,0.0,0.0,5.0,4.0,2.0,3.0,1.0,2.0,0.0,0.0,0.0
1399,Panagiotis Kone,GRC,MF,Udinese,it Serie A,29.0,1987.0,3.3,1.0,0.0,0.0,3.0,7.0,2.0,11.0,4.0,4.0,0.0,0.0,0.0
1400,Panagiotis Kone,GRC,MF,Granada,es La Liga,29.0,1987.0,0.5,0.0,0.0,0.0,2.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
1401,Youssouf Koné,MLI,DF,Lille,fr Ligue 1,21.0,1995.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,10.0,7.0,4.0,0.0,0.0,0.0
1402,Abdoulay Konko,FRA,"MF,DF",Atalanta,it Serie A,32.0,1984.0,6.9,2.0,0.0,0.0,14.0,7.0,0.0,6.0,16.0,9.0,0.0,0.0,0.0
1404,Yevhen Konoplyanka,UKR,"FW,MF",Schalke 04,de Bundesliga,26.0,1989.0,6.8,1.0,0.0,0.0,8.0,9.0,3.0,35.0,9.0,4.0,0.0,0.0,0.0
1405,Julian Korb,DEU,"DF,MF",M'Gladbach,de Bundesliga,24.0,1992.0,8.4,0.0,0.0,0.0,9.0,8.0,0.0,6.0,15.0,21.0,0.0,0.0,0.0
1406,Laurent Koscielny,FRA,DF,Arsenal,eng Premier League,30.0,1985.0,31.4,4.0,1.0,0.0,19.0,26.0,2.0,3.0,90.0,42.0,1.0,1.0,0.0
1407,Filip Kostić,SRB,MF,Hamburger SV,de Bundesliga,23.0,1992.0,28.0,6.0,0.0,0.0,33.0,36.0,11.0,151.0,46.0,37.0,1.0,0.0,0.0
1408,Andrej Kotnik,SVN,MF,Crotone,it Serie A,20.0,1995.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1409,Kalidou Koulibaly,SEN,DF,Napoli,it Serie A,25.0,1991.0,27.5,6.0,0.0,0.0,43.0,13.0,2.0,8.0,67.0,51.0,0.0,0.0,0.0
1410,Anthony Koura,BFA,"FW,MF",Nancy,fr Ligue 1,23.0,1993.0,8.5,1.0,0.0,0.0,13.0,9.0,14.0,9.0,3.0,11.0,0.0,0.0,0.0
1411,Cheikhou Kouyaté,SEN,"MF,DF",West Ham,eng Premier League,26.0,1989.0,30.2,3.0,0.0,0.0,45.0,39.0,2.0,15.0,78.0,53.0,0.0,1.0,0.0
1412,Mateo Kovačić,HRV,MF,Real Madrid,es La Liga,22.0,1994.0,19.8,2.0,0.0,0.0,17.0,42.0,0.0,5.0,24.0,49.0,0.0,0.0,0.0
1413,Vincent Koziello,FRA,MF,Nice,fr Ligue 1,20.0,1995.0,18.5,4.0,0.0,0.0,24.0,30.0,0.0,2.0,26.0,31.0,0.0,1.0,0.0
1414,Emil Krafth,SWE,DF,Bologna,it Serie A,21.0,1994.0,18.4,1.0,2.0,0.0,18.0,9.0,0.0,44.0,33.0,24.0,0.0,0.0,0.0
1415,Andrej Kramarić,HRV,"FW,MF",Hoffenheim,de Bundesliga,25.0,1991.0,26.3,1.0,0.0,0.0,12.0,35.0,17.0,46.0,20.0,7.0,0.0,0.0,0.0
1416,Christoph Kramer,DEU,MF,M'Gladbach,de Bundesliga,25.0,1991.0,21.8,6.0,2.0,1.0,39.0,29.0,1.0,0.0,58.0,58.0,0.0,1.0,0.0
1417,Matías Kranevitter,ARG,MF,Sevilla,es La Liga,23.0,1993.0,14.3,6.0,0.0,0.0,22.0,15.0,0.0,0.0,35.0,24.0,0.0,0.0,0.0
1418,Artem Kravets,UKR,FW,Granada,es La Liga,27.0,1989.0,15.3,2.0,0.0,0.0,15.0,18.0,14.0,10.0,4.0,7.0,0.0,0.0,0.0
1419,Ladislav Krejčí,CZE,"FW,MF",Bologna,it Serie A,24.0,1992.0,30.8,2.0,0.0,0.0,29.0,43.0,19.0,134.0,23.0,22.0,0.0,0.0,0.0
1420,Rene Krhin,SVN,MF,Granada,es La Liga,26.0,1990.0,10.4,0.0,0.0,0.0,4.0,14.0,0.0,1.0,17.0,5.0,0.0,0.0,0.0
1421,Bojan Krkić,ESP,"MF,FW",Stoke City,eng Premier League,25.0,1990.0,5.3,1.0,0.0,0.0,4.0,10.0,0.0,25.0,3.0,5.0,1.0,0.0,0.0
1422,Bojan Krkić,ESP,"MF,FW",Mainz 05,de Bundesliga,25.0,1990.0,7.0,1.0,0.0,0.0,4.0,14.0,3.0,29.0,9.0,3.0,0.0,0.0,0.0
1423,Michael Krohn-Dehli,DNK,"MF,FW",Sevilla,es La Liga,33.0,1983.0,1.9,0.0,0.0,0.0,2.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0
1424,Toni Kroos,DEU,MF,Real Madrid,es La Liga,26.0,1990.0,27.7,6.0,0.0,0.0,27.0,35.0,0.0,153.0,35.0,56.0,0.0,0.0,0.0
1425,Nenad Krstičić,SRB,MF,Alavés,es La Liga,26.0,1990.0,8.3,3.0,0.0,0.0,19.0,15.0,1.0,5.0,16.0,14.0,0.0,0.0,0.0
1426,Rade Krunić,BIH,MF,Empoli,it Serie A,22.0,1993.0,27.0,10.0,0.0,0.0,50.0,79.0,0.0,34.0,53.0,62.0,1.0,0.0,0.0
1427,Max Kruse,DEU,FW,Werder Bremen,de Bundesliga,28.0,1988.0,22.7,1.0,0.0,0.0,18.0,25.0,10.0,91.0,13.0,10.0,0.0,0.0,0.0
1428,Grzegorz Krychowiak,POL,MF,Paris S-G,fr Ligue 1,26.0,1990.0,7.3,2.0,0.0,0.0,14.0,11.0,0.0,0.0,18.0,13.0,0.0,0.0,0.0
1430,Lukas Kübler,DEU,DF,Freiburg,de Bundesliga,23.0,1992.0,12.8,1.0,0.0,0.0,16.0,16.0,1.0,17.0,44.0,31.0,0.0,0.0,0.0
1431,Juraj Kucka,SVK,MF,Milan,it Serie A,29.0,1987.0,23.1,10.0,5.0,2.0,48.0,40.0,3.0,18.0,31.0,39.0,0.0,2.0,1.0
1432,Sven Kums,BEL,MF,Udinese,it Serie A,28.0,1988.0,20.3,3.0,0.0,0.0,21.0,18.0,0.0,60.0,38.0,55.0,0.0,0.0,0.0
1433,Sinan Kurt,TUR,"FW,MF",Hertha BSC,de Bundesliga,20.0,1996.0,0.1,0.0,0.0,,0.0,,,,,,,,
1434,Jasmin Kurtić,SVN,"MF,FW",Atalanta,it Serie A,27.0,1989.0,30.4,7.0,0.0,0.0,56.0,58.0,8.0,54.0,28.0,32.0,0.0,0.0,0.0
1435,Layvin Kurzawa,FRA,DF,Paris S-G,fr Ligue 1,23.0,1992.0,17.0,3.0,0.0,0.0,15.0,11.0,4.0,52.0,35.0,17.0,0.0,0.0,0.0
1436,Zdravko Kuzmanović,SRB,MF,Málaga,es La Liga,28.0,1987.0,2.4,1.0,0.0,0.0,2.0,3.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0
1437,Han Kwang-song,PRK,FW,Cagliari,it Serie A,17.0,1998.0,0.7,0.0,0.0,0.0,2.0,2.0,4.0,1.0,0.0,2.0,0.0,0.0,0.0
1438,Enock Kwateng,FRA,DF,Nantes,fr Ligue 1,19.0,1997.0,4.8,2.0,0.0,0.0,8.0,4.0,1.0,9.0,21.0,13.0,0.0,1.0,0.0
1439,Gaëtan Laborde,FRA,FW,Bordeaux,fr Ligue 1,22.0,1994.0,22.6,3.0,0.0,0.0,38.0,25.0,13.0,43.0,8.0,20.0,0.0,0.0,0.0
1440,Alexandre Lacazette,FRA,FW,Lyon,fr Ligue 1,25.0,1991.0,26.7,3.0,0.0,0.0,55.0,35.0,31.0,23.0,4.0,25.0,2.0,0.0,0.0
1441,Léo Lacroix,CHE,DF,Saint-Étienne,fr Ligue 1,24.0,1992.0,18.7,6.0,0.0,0.0,25.0,7.0,2.0,1.0,43.0,14.0,0.0,0.0,0.0
1442,Alban Lafont,FRA,GK,Toulouse,fr Ligue 1,17.0,1999.0,36.0,5.0,0.0,0.0,0.0,9.0,0.0,0.0,3.0,1.0,0.0,3.0,0.0
1443,Víctor Laguardia,ESP,DF,Alavés,es La Liga,26.0,1989.0,23.9,6.0,0.0,0.0,21.0,13.0,1.0,5.0,51.0,27.0,0.0,1.0,1.0
1444,Philipp Lahm,DEU,DF,Bayern Munich,de Bundesliga,32.0,1983.0,23.2,1.0,0.0,0.0,8.0,19.0,2.0,61.0,50.0,29.0,0.0,0.0,0.0
1445,Adam Lallana,GBR,"MF,FW",Liverpool,eng Premier League,28.0,1988.0,26.1,3.0,0.0,0.0,17.0,30.0,12.0,48.0,20.0,35.0,0.0,0.0,0.0
1446,Eugenio Lamanna,ITA,GK,Genoa,it Serie A,26.0,1989.0,20.9,0.0,0.0,0.0,0.0,2.0,0.0,0.0,4.0,0.0,0.0,1.0,0.0
