,Player,Squad,90s,Tackles - Tkl,Tackles - TklW,Tackles - Def 3rd,Tackles - Mid 3rd,Tackles - Att 3rd,Challenges - Tkl,Challenges - Att,Challenges - Tkl%,Challenges - Lost,Blocks - Blocks,Blocks - Sh,Blocks - Pass,Int,Tkl+Int,Clr,Err
664,Troy Deeney,Watford,24.7,19,12,6,10,3,6,29,20.7,23,13,1,12,11,30,27,0
665,Gregoire Defrel,Sassuolo,10.9,12,8,4,6,2,4,15,26.7,11,9,0,9,3,15,5,0
666,Alessandro Deiola,Cagliari,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,1,1,0,0
667,Alessandro Deiola,Lecce,8.0,16,9,9,7,0,9,24,37.5,15,12,4,8,8,24,14,1
668,Romain Del Castillo,Rennes,13.8,20,14,5,11,4,6,27,22.2,21,12,2,10,7,27,7,0
669,Thomas Delaine,Metz,13.9,25,16,18,6,1,12,21,57.1,9,17,1,16,15,40,28,0
670,Thomas Delaney,Dortmund,9.2,22,10,10,11,1,9,15,60.0,6,16,7,9,26,48,26,0
671,Paul Delecroix,Metz,1.5,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
672,Cristian Dell'Orco,Lecce,11.2,22,12,14,7,1,8,14,57.1,6,11,7,4,16,38,33,0
673,Andy Delort,Montpellier,25.3,28,18,11,9,8,7,27,25.9,20,21,6,15,3,31,10,0
674,Fabian Delph,Everton,13.2,26,12,10,13,3,9,22,40.9,13,12,3,9,15,41,19,1
676,Moussa Dembele,Lyon,24.3,12,7,2,5,5,4,14,28.6,10,14,3,11,5,17,31,0
677,Ousmane Dembele,Barcelona,4.0,2,2,1,1,0,2,5,40.0,3,4,0,4,0,2,0,1
678,Merih Demiral,Juventus,4.6,8,7,5,3,0,1,3,33.3,2,4,3,1,4,12,16,1
679,Kerem Demirbay,Leverkusen,17.5,35,19,10,21,4,12,31,38.7,19,19,5,14,22,57,7,1
680,Diego Demme,Napoli,10.0,18,8,14,3,1,8,23,34.8,15,9,1,8,8,26,9,0
681,Diego Demme,RB Leipzig,13.5,41,18,17,19,5,17,42,40.5,25,14,2,12,15,56,14,0
682,Jason Denayer,Lyon,23.7,17,13,12,5,0,10,14,71.4,4,32,29,3,20,37,83,0
683,Leander Dendoncker,Wolves,31.1,68,31,41,19,8,28,67,41.8,39,39,12,27,38,106,64,2
684,Kevin Denkey,Nîmes,6.7,10,5,1,8,1,6,10,60.0,4,7,0,7,2,12,1,1
685,Stefano Denswil,Bologna,24.9,49,28,29,19,1,26,44,59.1,18,23,8,15,31,80,68,0
686,Fabio Depaoli,Sampdoria,20.6,41,28,26,10,5,17,31,54.8,14,29,3,26,16,57,39,0
687,Kastriot Dermaku,Parma,11.4,13,5,10,3,0,3,5,60.0,2,20,16,4,12,25,61,1
688,Daniele Dessena,Brescia,20.8,21,11,5,14,2,6,25,24.0,19,11,1,10,11,32,21,0
689,Mattia Destro,Bologna,2.1,3,2,1,2,0,1,3,33.3,2,1,0,1,0,3,0,0
690,Mattia Destro,Genoa,1.7,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,1,0
691,Gerard Deulofeu,Watford,23.3,33,16,18,9,6,12,59,20.3,47,10,0,10,25,58,6,0
692,Deyverson,Getafe,2.3,0,0,0,0,0,0,1,0.0,1,2,1,1,0,0,5,0
693,Samuel Di Carmine,Hellas Verona,14.4,2,1,0,0,2,0,8,0.0,8,3,0,3,1,3,10,0
694,Federico Di Francesco,SPAL,12.0,11,5,2,6,3,3,15,20.0,12,9,1,8,3,14,2,1
695,Giovanni Di Lorenzo,Napoli,33.0,59,35,27,19,13,32,61,52.5,29,27,11,16,28,87,54,0
696,Angel Di Maria,Paris S-G,22.2,17,12,2,8,7,4,34,11.8,30,14,3,11,11,28,1,3
697,Boulaye Dia,Reims,20.1,15,9,7,6,2,3,10,30.0,7,9,2,7,7,22,16,0
698,Fousseni Diabate,Amiens,13.2,16,10,6,6,4,5,16,31.3,11,11,0,11,8,24,3,1
699,Moussa Diaby,Leverkusen,19.7,10,8,3,7,0,5,15,33.3,10,6,0,6,9,19,4,0
700,Mouctar Diakhaby,Valencia,16.0,11,8,7,3,1,5,8,62.5,3,17,15,2,11,22,73,0
702,Bafode Diakite,Toulouse,15.2,23,19,15,8,0,7,13,53.8,6,18,9,9,20,43,75,0
703,Abdou Diallo,Paris S-G,13.3,20,11,9,10,1,8,14,57.1,6,9,5,4,10,30,32,0
704,Amad Diallo,Atalanta,0.3,1,1,0,1,0,0,0,0.0,0,0,0,0,0,1,0,0
705,Habib Diallo,Metz,24.4,2,1,0,2,0,0,6,0.0,6,6,5,1,4,6,43,0
706,Ibrahima Diallo,Brest,17.3,38,24,15,22,1,12,29,41.4,17,9,2,7,23,61,16,3
707,Moussa Diarra,Toulouse,1.0,3,3,2,1,0,1,1,100.0,0,0,0,0,3,6,2,0
708,Lucas Dias,Nîmes,3.5,1,1,1,0,0,1,1,100.0,0,0,0,0,0,1,2,0
709,Amadou Diawara,Roma,16.9,40,25,14,20,6,8,30,26.7,22,10,1,9,33,73,16,2
710,Brahim Diaz,Real Madrid,0.7,1,0,0,1,0,0,2,0.0,2,2,0,2,0,1,0,0
711,Victor Diaz,Granada,32.0,74,43,38,31,5,31,60,51.7,29,53,23,30,48,122,94,1
712,Bakaye Dibassy,Amiens,20.8,26,14,17,8,1,15,20,75.0,5,29,18,11,37,63,78,2
713,Eric Dier,Tottenham,14.9,21,12,10,10,1,10,20,50.0,10,14,9,5,21,42,65,0
714,Lucas Digne,Everton,33.7,73,49,49,19,5,33,68,48.5,35,39,10,29,42,115,108,0
715,Mitchell Dijks,Bologna,11.2,13,10,6,5,2,8,12,66.7,4,5,1,4,10,23,23,0
716,Javairo Dilrosun,Hertha BSC,14.5,15,8,11,1,3,5,13,38.5,8,20,0,20,18,33,10,0
717,Federico Dimarco,Hellas Verona,5.8,11,5,4,4,3,6,10,60.0,4,3,2,1,4,15,11,0
718,Federico Dimarco,Inter,0.3,1,0,0,1,0,0,0,0.0,0,0,0,0,1,2,1,0
719,Tristan Dingome,Reims,9.9,10,4,3,6,1,2,12,16.7,10,6,0,6,6,16,1,0
720,Lois Diony,Saint-Étienne,7.4,15,5,0,11,4,5,9,55.6,4,3,0,3,1,16,0,0
721,Issa Diop,West Ham,30.7,27,15,18,9,0,16,25,64.0,9,37,21,16,47,74,166,2
722,Papakouli Diop,Eibar,25.0,39,26,13,22,4,18,42,42.9,24,24,7,17,34,73,38,0
723,Assane Diousse,Saint-Étienne,1.3,1,1,0,1,0,0,3,0.0,3,0,0,0,0,1,2,0
724,Axel Disasi,Reims,27.0,32,21,18,13,1,17,27,63.0,10,29,24,5,26,58,97,0
725,Tiago Djalo,Lille,7.3,9,4,5,3,1,2,7,28.6,5,3,2,1,11,20,28,0
726,Djene,Getafe,34.0,42,32,27,15,0,17,30,56.7,13,20,7,13,34,76,105,1
728,Moussa Djenepo,Southampton,10.3,27,21,13,9,5,11,21,52.4,10,15,1,14,9,36,9,0
729,Koffi Djidji,Torino,9.5,27,12,19,8,0,8,18,44.4,10,28,23,5,15,42,53,1
730,Alexander Djiku,Strasbourg,22.9,46,32,27,19,0,21,29,72.4,8,14,8,6,55,101,82,4
731,Berat Djimsiti,Atalanta,30.9,42,23,17,23,2,22,39,56.4,17,21,14,7,49,91,92,0
732,Nais Djouahra,Real Sociedad,0.3,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
733,Marko Dmitrovic,Eibar,35.0,3,2,3,0,0,3,5,60.0,2,1,0,1,3,6,24,0
734,Matt Doherty,Wolves,31.5,55,29,34,17,4,27,41,65.9,14,34,4,30,40,95,52,1
735,Kasper Dolberg,Nice,21.0,10,6,0,3,7,4,17,23.5,13,18,2,16,10,20,24,0
736,Keagan Dolly,Montpellier,1.6,6,3,1,3,2,2,5,40.0,3,1,0,1,1,7,0,0
737,Jaume Domenech,Valencia,14.7,0,0,0,0,0,0,1,0.0,1,0,0,0,1,1,3,1
738,Nicolas Dominguez,Bologna,7.8,21,14,15,5,1,7,18,38.9,11,12,2,10,12,33,7,0
739,Giulio Donati,Lecce,19.6,32,21,22,8,2,15,28,53.6,13,19,10,9,25,57,42,0
740,Ji Dong-won,Mainz 05,1.1,0,0,0,0,0,0,1,0.0,1,1,0,1,0,0,0,0
741,Anastasios Donis,Reims,6.8,3,2,2,1,0,1,9,11.1,8,2,0,2,1,4,3,0
742,Alfredo Donnarumma,Brescia,18.7,17,9,3,9,5,6,18,33.3,12,7,0,7,5,22,1,0
743,Gianluigi Donnarumma,Milan,35.6,1,0,1,0,0,1,2,50.0,1,0,0,0,3,4,25,7
744,Gabriel Dos Santos,Lille,23.2,41,29,27,11,3,15,22,68.2,7,27,18,9,22,63,86,2
745,Mathieu Dossevi,Toulouse,19.5,32,20,7,17,8,15,30,50.0,15,17,0,17,14,46,7,0
746,Bas Dost,Eint Frankfurt,16.4,11,7,1,7,3,3,7,42.9,4,6,2,4,5,16,22,0
747,Abdoulaye Doucoure,Watford,35.1,64,30,29,29,6,16,57,28.1,41,46,8,38,31,95,32,0
748,Mamadou Doucoure,M'Gladbach,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
749,Moussa Doumbia,Reims,19.1,16,8,5,6,5,7,24,29.2,17,14,1,13,9,25,5,0
750,Souleyman Doumbia,Angers,5.0,10,4,7,2,1,5,6,83.3,1,5,0,5,6,16,18,0
751,Souleyman Doumbia,Rennes,1.0,1,1,1,0,0,1,1,100.0,0,2,2,0,0,1,3,0
752,Tommy Doyle,Manchester City,0.2,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0,0
754,Mohamed Drager,Paderborn 07,16.2,32,21,22,8,2,14,33,42.4,19,17,5,12,18,50,39,0
755,Aleksandar Dragovic,Leverkusen,11.4,18,11,11,6,1,10,21,47.6,11,9,3,6,15,33,39,0
756,Bartlomiej Dragowski,Fiorentina,31.0,0,0,0,0,0,0,1,0.0,1,0,0,0,3,3,8,1
757,Julian Draxler,Paris S-G,7.6,13,10,2,9,2,7,15,46.7,8,7,1,6,10,23,1,0
758,Dominick Drexler,Köln,17.6,34,25,12,19,3,8,32,25.0,24,11,5,6,26,60,11,0
759,Danny Drinkwater,Aston Villa,2.9,5,3,3,2,0,2,18,11.1,16,5,0,5,5,10,5,1
760,Danny Drinkwater,Burnley,0.6,2,1,1,1,0,0,1,0.0,1,0,0,0,1,3,0,0
761,Josip Drmic,Norwich City,7.2,3,2,1,2,0,0,8,0.0,8,6,0,6,1,4,5,1
762,Domingos Duarte,Granada,34.3,30,19,24,5,1,11,20,55.0,9,34,24,10,34,64,153,1
763,Leo Duarte,Milan,4.5,4,3,0,3,1,1,4,25.0,3,9,6,3,3,7,9,0
764,Oscar Duarte,Levante,5.4,12,3,11,1,0,3,4,75.0,1,7,6,1,6,18,29,0
765,Ruben Duarte,Alavés,29.6,61,32,30,28,3,34,60,56.7,26,30,8,22,47,108,71,0
766,Edgaras Dubickas,Lecce,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
767,Leo Dubois,Lyon,15.0,32,23,20,9,3,13,22,59.1,9,12,4,8,18,50,34,1
768,Martin Dubravka,Newcastle Utd,38.0,1,1,1,0,0,1,2,50.0,1,2,0,2,1,2,17,5
769,Ondrej Duda,Norwich City,8.0,18,11,9,6,3,7,16,43.8,9,10,2,8,6,24,8,0
770,Ondrej Duda,Hertha BSC,5.0,6,4,1,2,3,1,10,10.0,9,3,1,2,5,11,5,0
771,Shane Duffy,Brighton,13.8,18,9,14,4,0,6,17,35.3,11,13,7,6,21,39,72,0
772,Haris Duljevic,Nîmes,5.8,11,6,3,7,1,4,12,33.3,8,5,0,5,2,13,1,0
773,Paul Dummett,Newcastle Utd,13.6,27,17,19,7,1,21,27,77.8,6,23,9,14,23,50,69,0
774,Alfred Duncan,Fiorentina,9.9,12,9,11,1,0,2,19,10.5,17,4,0,4,5,17,12,0
775,Alfred Duncan,Sassuolo,9.4,19,12,8,7,4,6,16,37.5,10,7,0,7,9,28,13,0
776,Lewis Dunk,Brighton,35.9,40,24,23,17,0,15,34,44.1,19,55,33,22,55,95,125,2
777,Erik Durm,Eint Frankfurt,5.7,13,6,9,2,2,9,17,52.9,8,11,2,9,3,16,11,0
778,Riza Durmisi,Nice,1.8,1,1,1,0,0,0,0,0.0,0,2,1,1,1,2,3,0
780,Hugo Duro,Getafe,4.2,6,5,2,2,2,4,8,50.0,4,3,0,3,1,7,3,0
781,Jean-Kevin Duverne,Brest,13.1,12,8,5,6,1,2,6,33.3,4,23,8,15,20,32,50,0
782,Paulo Dybala,Juventus,23.9,19,10,6,9,4,9,39,23.1,30,15,0,15,13,32,3,0
783,Edin Dzeko,Roma,31.7,16,11,2,7,7,2,13,15.4,11,11,4,7,6,22,33,0
784,Blerim Dzemaili,Bologna,7.8,19,12,3,13,3,4,22,18.2,18,9,3,6,7,26,6,0
785,Bruno Ecuele Manga,Dijon,28.0,22,15,17,5,0,9,20,45.0,11,34,23,11,37,59,112,2
786,Simone Edera,Torino,4.4,13,5,3,7,3,2,12,16.7,10,1,0,1,1,14,3,0
787,Ederson,Manchester City,34.1,2,2,2,0,0,2,5,40.0,3,0,0,0,3,5,16,6
788,John Egan,Sheffield Utd,35.4,44,27,34,10,0,25,45,55.6,20,39,27,12,58,102,171,4
789,Johannes Eggestein,Werder Bremen,5.7,8,6,2,2,4,3,12,25.0,9,6,0,6,2,10,4,0
790,Maximilian Eggestein,Werder Bremen,31.7,40,28,20,18,2,15,43,34.9,28,37,8,29,36,76,57,0
791,Kingsley Ehizibue,Köln,25.9,79,53,44,30,5,33,53,62.3,20,28,8,20,39,118,79,1
792,Albin Ekdal,Sampdoria,26.5,51,25,18,31,2,24,68,35.3,44,35,14,21,33,84,46,1
793,Harvey Elliott,Liverpool,0.1,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
794,Elif Elmas,Napoli,12.6,16,7,5,6,5,5,20,25.0,15,11,1,10,11,27,4,0
795,Ilay Elmkies,Hoffenheim,0.0,1,1,1,0,0,0,0,0.0,0,0,0,0,0,1,0,0
796,Ahmed Elmohamady,Aston Villa,11.5,19,9,10,7,2,10,21,47.6,11,11,5,6,13,32,25,1
797,Aritz Elustondo,Real Sociedad,16.8,28,17,19,8,1,13,23,56.5,10,21,8,13,15,43,67,0
798,Nico Elvedi,M'Gladbach,29.1,45,27,37,8,0,19,38,50.0,19,32,15,17,62,107,112,0
799,Rodrigo Ely,Alavés,23.6,22,13,15,7,0,13,29,44.8,16,23,19,4,32,54,116,0
800,Adri Embarba,Espanyol,15.2,37,22,16,16,5,16,33,48.5,17,28,4,24,16,53,11,0
801,Breel Embolo,M'Gladbach,17.2,22,11,2,15,5,4,15,26.7,11,12,1,11,8,30,5,0
802,Emerson,Betis,31.5,74,46,49,19,6,36,79,45.6,43,30,9,21,31,105,57,1
803,Renaud Emond,Nantes,3.2,3,1,0,2,1,1,5,20.0,4,0,0,0,0,3,7,0
804,Alan Empereur,Hellas Verona,9.5,16,8,11,4,1,6,10,60.0,4,19,12,7,22,38,36,0
806,Youssef En-Nesyri,Leganés,15.4,9,7,1,2,6,3,17,17.6,14,15,2,13,5,14,22,0
807,Youssef En-Nesyri,Sevilla,8.8,7,5,1,6,0,3,10,30.0,7,9,3,6,5,12,7,0
808,Bjorn Engels,Aston Villa,16.1,11,6,8,2,1,8,13,61.5,5,18,17,1,28,39,86,3
809,Sergi Enrich,Eibar,20.7,17,6,4,8,5,4,21,19.0,17,16,2,14,9,26,12,0
810,Javier Eraso,Leganés,9.1,11,5,4,5,2,5,15,33.3,10,5,0,5,7,18,5,0
811,Christian Eriksen,Tottenham,12.2,19,9,10,8,1,7,24,29.2,17,10,1,9,12,31,16,0
812,Christian Eriksen,Inter,7.8,11,6,2,8,1,5,20,25.0,15,3,0,3,0,11,0,0
813,Gonzalo Escalante,Eibar,18.6,41,22,15,17,9,24,41,58.5,17,22,4,18,29,70,14,0
814,Aaron Escandell,Granada,3.0,1,1,1,0,0,1,1,100.0,0,0,0,0,0,1,0,0
815,Sergio Escudero,Sevilla,8.6,29,16,17,10,2,19,28,67.9,9,11,1,10,13,42,35,0
816,Bernardo Espinosa,Espanyol,25.1,24,16,18,4,2,16,28,57.1,12,19,11,8,24,48,108,2
817,Sebastiano Esposito,Inter,2.2,3,2,0,2,1,0,5,0.0,5,3,0,3,3,6,1,0
818,Vicente Esquerdo,Valencia,0.2,1,0,1,0,0,0,0,0.0,0,1,0,1,0,1,1,0
819,Alexander Esswein,Hertha BSC,2.4,6,4,4,2,0,3,8,37.5,5,8,1,7,7,13,7,1
820,Pervis Estupinan,Osasuna,33.1,84,45,53,27,4,42,77,54.5,35,30,7,23,58,142,61,6
821,Oghenekaro Etebo,Getafe,6.4,12,4,5,7,0,7,12,58.3,5,10,1,9,11,23,4,1
822,Benat Etxebarria,Athletic Club,4.4,6,1,2,3,1,2,13,15.4,11,6,1,5,4,10,6,0
823,Xabier Etxeita,Getafe,16.1,20,11,11,9,0,12,23,52.2,11,9,5,4,17,37,68,0
824,Antony Evans,Paderborn 07,1.7,5,4,1,3,1,1,5,20.0,4,1,1,0,2,7,4,0
825,Jonny Evans,Leicester City,37.6,48,34,33,14,1,28,39,71.8,11,33,18,15,57,105,174,4
826,Edu Exposito,Eibar,25.7,52,28,12,31,9,18,49,36.7,31,20,6,14,31,83,18,1
827,Valentin Eysseric,Hellas Verona,3.9,4,4,1,2,1,0,4,0.0,4,3,0,3,1,5,2,0
828,Valentin Eysseric,Fiorentina,0.5,0,0,0,0,0,0,0,0.0,0,1,0,1,0,0,0,0
829,Lukasz Fabianski,West Ham,23.5,2,2,2,0,0,2,4,50.0,2,0,0,0,1,3,5,3
830,Fabinho,Liverpool,23.1,62,35,20,35,7,26,67,38.8,41,25,2,23,34,96,19,1
832,Fabio,Nantes,9.3,38,22,18,20,0,25,35,71.4,10,10,5,5,18,56,19,0
833,Cesc Fabregas,Monaco,10.3,11,4,6,3,2,6,29,20.7,23,8,1,7,7,18,3,0
834,Fabricio,Mallorca,1.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,1
835,Ralf Fahrmann,Norwich City,0.2,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
836,Faycal Fajr,Getafe,4.5,1,1,0,1,0,0,3,0.0,3,4,0,4,4,5,1,0
837,Luca Falbo,Lazio,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
838,Filippo Falco,Lecce,22.4,13,7,4,5,4,5,18,27.8,13,11,1,10,2,15,1,0
839,Eliseo Falcon,Levante,0.8,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,2,0
840,Wladimiro Falcone,Sampdoria,2.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
841,Simon Falette,Eint Frankfurt,1.0,0,0,0,0,0,0,1,0.0,1,3,3,0,3,3,5,0
842,Iago Falque,Torino,1.1,0,0,0,0,0,0,1,0.0,1,1,0,1,0,0,0,0
843,Iago Falque,Genoa,5.8,7,3,1,4,2,4,8,50.0,4,7,0,7,1,8,4,0
844,Akin Famewo,Norwich City,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
845,Andri Fannar Baldursson,Bologna,1.6,1,0,0,1,0,0,1,0.0,1,2,0,2,1,2,3,0
846,Paolo Farago,Cagliari,14.9,41,28,21,15,5,23,46,50.0,23,18,9,9,10,51,58,0
847,Davide Faraoni,Hellas Verona,35.9,67,37,43,19,5,30,67,44.8,37,50,15,35,36,103,115,0
848,Mohamed Fares,SPAL,4.7,6,4,3,2,1,2,10,20.0,8,5,3,2,5,11,8,0
849,Diego Farias,Lecce,9.2,9,6,3,5,1,5,18,27.8,13,7,0,7,4,13,4,0
850,Ansu Fati,Barcelona,11.4,16,8,4,7,5,5,15,33.3,10,14,1,13,8,24,3,0
851,Julien Faussurier,Brest,22.0,36,22,23,13,0,21,53,39.6,32,22,7,15,33,69,46,1
852,Andrea Favilli,Genoa,7.3,8,7,2,3,3,4,11,36.4,7,5,1,4,0,8,7,0
853,Federico Fazio,Roma,13.5,19,11,12,6,1,6,11,54.5,5,8,6,2,19,38,52,0
854,Aleix Febas,Mallorca,18.8,36,24,13,19,4,12,36,33.3,24,15,0,15,17,53,6,0
855,Zouhair Feddal,Betis,15.9,20,13,14,5,1,10,14,71.4,4,15,9,6,23,43,74,0
856,Ljubomir Fejsa,Alavés,8.7,19,13,8,10,1,6,23,26.1,17,8,1,7,6,25,13,0
858,Nabil Fekir,Betis,29.3,41,26,14,19,8,12,37,32.4,25,27,3,24,10,51,3,0
859,Felipe,Atlético Madrid,23.4,27,19,21,6,0,14,24,58.3,10,18,13,5,40,67,130,0
860,Luiz Felipe,Lazio,22.5,42,24,24,15,3,19,32,59.4,13,39,30,9,41,83,69,2
861,Lucas Felippe,Hellas Verona,0.3,1,1,1,0,0,1,1,100.0,0,0,0,0,0,1,0,0
862,Joao Felix,Atlético Madrid,19.4,9,3,3,3,3,4,14,28.6,10,4,0,4,10,19,4,1
863,Ohis Felix Uduokhai,Augsburg,21.8,43,26,30,12,1,19,29,65.5,10,40,30,10,36,79,125,2
864,Kiko Femenia,Watford,24.9,68,38,49,17,2,43,80,53.8,37,16,2,14,36,104,49,0
865,Zinedine Ferhat,Nîmes,25.0,26,16,5,16,5,15,46,32.6,31,15,3,12,16,42,18,0
866,Bruno Fernandes,Manchester Utd,13.2,22,12,9,9,4,5,38,13.2,33,6,0,6,11,33,16,0
867,Edimilson Fernandes,Mainz 05,16.5,33,20,12,15,6,15,33,45.5,18,17,9,8,32,65,47,1
868,Gedson Fernandes,Tottenham,0.8,2,0,2,0,0,0,2,0.0,2,2,0,2,1,3,0,0
869,Gelson Fernandes,Eint Frankfurt,8.6,30,18,13,17,0,7,21,33.3,14,11,3,8,16,46,9,2
870,Matheus Fernandes,Valladolid,1.8,6,2,2,2,2,3,5,60.0,2,4,0,4,2,8,2,0
871,Aitor Fernandez,Levante,36.0,1,1,1,0,0,1,1,100.0,0,0,0,0,2,3,18,3
872,Andres Fernandez,Villarreal,4.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,2,0
873,Carlos Fernandez,Granada,24.5,24,15,7,11,6,3,32,9.4,29,25,2,23,11,35,30,0
874,Federico Fernandez,Newcastle Utd,29.1,42,25,30,10,2,23,46,50.0,23,41,28,13,24,66,190,2
875,Gabriel Fernandez,Celta Vigo,6.2,1,0,0,1,0,1,3,33.3,2,5,1,4,2,3,2,0
876,Joaquin Fernandez,Valladolid,18.4,30,24,17,10,3,9,30,30.0,21,14,10,4,32,62,57,0
877,Fernandinho,Manchester City,26.6,50,35,32,16,2,29,48,60.4,19,28,16,12,25,75,82,0
878,Fernando,Sevilla,29.5,62,33,37,24,1,34,58,58.6,24,38,15,23,67,129,73,1
879,Juan Ferney Otero,Amiens,13.4,17,10,6,9,2,8,24,33.3,16,12,1,11,19,36,10,0
880,Alex Ferrari,Sampdoria,11.2,18,13,13,5,0,7,12,58.3,5,13,8,5,12,30,31,0
881,Facundo Ferreyra,Espanyol,6.4,9,4,4,5,0,3,10,30.0,7,4,0,4,2,11,5,0
882,Jordan Ferri,Montpellier,12.8,22,13,7,12,3,13,44,29.5,31,9,0,9,10,32,10,0
884,Oliver Fink,Düsseldorf,7.5,21,12,7,11,3,5,16,31.3,11,12,1,11,15,36,7,0
885,Alfred Finnbogason,Augsburg,10.7,11,6,1,9,1,2,7,28.6,5,8,2,6,3,14,8,0
886,Roberto Firmino,Liverpool,33.2,37,19,8,14,15,10,43,23.3,33,34,3,31,7,44,11,1
887,Junior Firpo,Barcelona,11.3,23,15,12,8,3,11,17,64.7,6,15,3,12,17,40,12,1
888,John Fleck,Sheffield Utd,28.0,36,25,13,14,9,22,64,34.4,42,25,3,22,24,60,26,0
889,Mark Flekken,Freiburg,10.0,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,2,2
890,Sergio Floccari,SPAL,10.5,8,3,3,1,4,0,13,0.0,13,9,1,8,5,13,1,0
891,Alessandro Florenzi,Roma,11.1,14,11,8,4,2,7,20,35.0,13,9,3,6,16,30,19,0
892,Alessandro Florenzi,Valencia,8.4,13,9,9,4,0,8,18,44.4,10,11,1,10,14,27,21,0
893,Phil Foden,Manchester City,10.0,14,10,4,6,4,6,19,31.6,13,5,0,5,6,20,2,0
894,Mamadou Fofana,Metz,17.6,57,35,38,15,4,21,41,51.2,20,22,10,12,22,79,61,1
895,Seko Fofana,Udinese,25.0,17,12,8,8,1,9,35,25.7,26,20,1,19,17,34,19,0
896,Wesley Fofana,Saint-Étienne,13.5,25,15,16,9,0,12,18,66.7,6,10,5,5,36,61,55,4
897,Youssouf Fofana,Strasbourg,11.2,25,17,10,12,3,13,30,43.3,17,11,0,11,14,39,7,0
898,Youssouf Fofana,Monaco,6.8,16,9,6,10,0,8,15,53.3,7,12,2,10,8,24,9,0
899,Thomas Foket,Reims,27.0,61,36,31,23,7,30,48,62.5,18,15,4,11,39,100,59,1
900,Lamine Fomba,Nîmes,15.3,65,31,20,37,8,21,43,48.8,22,29,4,25,25,90,11,1
901,Jose Fonte,Lille,24.5,19,11,11,7,1,11,22,50.0,11,19,11,8,28,47,90,1
902,Pablo Fornals,West Ham,24.1,46,28,21,18,7,19,64,29.7,45,35,1,34,25,71,15,0
903,Emil Forsberg,RB Leipzig,12.7,16,10,5,8,3,6,26,23.1,20,15,0,15,5,21,3,0
904,Hernani Fortes,Levante,7.3,5,2,4,0,1,1,3,33.3,2,3,0,3,4,9,9,0
905,Ben Foster,Watford,38.0,1,0,1,0,0,1,3,33.3,2,1,0,1,0,1,16,2
906,Lyle Foster,Monaco,0.7,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,1,0
907,Timothy Fosu-Mensah,Manchester Utd,1.5,1,1,0,1,0,1,4,25.0,3,0,0,0,4,5,1,0
908,Dimitri Foulquier,Watford,0.7,1,0,1,0,0,0,0,0.0,0,1,0,1,2,3,2,0
910,Dimitri Foulquier,Granada,12.4,25,11,13,9,3,11,20,55.0,9,8,3,5,16,41,32,0
911,Juan Foyth,Tottenham,0.8,7,3,5,2,0,3,4,75.0,1,1,0,1,1,8,3,1
912,Gianluca Frabotta,Juventus,1.0,3,1,0,2,1,2,2,100.0,0,2,0,2,1,4,2,0
913,Raphael Framberger,Augsburg,13.1,43,25,23,16,4,21,29,72.4,8,23,9,14,20,63,26,0
914,Simon Francis,Bournemouth,10.8,13,9,11,2,0,11,21,52.4,10,17,12,5,20,33,71,0
915,Mike Frantz,Freiburg,3.9,4,2,1,3,0,2,9,22.2,7,5,3,2,1,5,4,0
916,Ryan Fraser,Bournemouth,23.0,12,6,5,5,2,7,22,31.8,15,15,3,12,15,27,24,0
917,Fred,Manchester Utd,24.0,60,32,33,22,5,25,100,25.0,75,44,8,36,38,98,32,0
918,Ryan Fredericks,West Ham,24.9,82,56,59,18,5,41,64,64.1,23,20,10,10,24,106,73,1
919,Kieron Freeman,Sheffield Utd,0.1,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
920,Luke Freeman,Sheffield Utd,4.1,6,4,2,2,2,2,8,25.0,6,1,0,1,10,16,6,0
921,Remo Freuler,Atalanta,26.0,51,30,18,25,8,22,63,34.9,41,41,6,35,28,79,26,0
922,Marco Friedl,Werder Bremen,24.3,61,39,42,15,4,29,54,53.7,25,29,9,20,34,95,78,0
923,Marvin Friedrich,Union Berlin,31.0,45,31,30,14,1,12,37,32.4,25,46,24,22,42,87,110,0
924,Samuel Fridjonsson,Paderborn 07,2.1,4,1,3,1,0,1,3,33.3,2,4,1,3,4,8,4,0
